title,artist,popularity,album,playlist_name,genre,subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Ra Ta Ta Ta (feat. Stepz),NODE,55,Samme Vej,DK rap,rap,hip hop,66.5,73.5,5,-6.312,1,11.1,9.23,0.0,12.9,41.5,167.986,214055
Samme Vej,NODE,49,Samme Vej,DK rap,rap,hip hop,54.400000000000006,47.4,6,-9.491,1,28.1,46.5,0.0,15.2,44.3,100.157,129374
Ghettostjerne (feat. ZK),NODE,49,Samme Vej,DK rap,rap,hip hop,76.6,66.0,4,-5.673,0,11.7,28.8,0.0,9.27,46.2,91.999,196387
Running Up That Hill,Placebo,42,Best Of The Bands,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,43.1,45.8,10,-11.147,0,4.81,28.4,47.9,10.7,13.2,180.013,294093
Song to Say Goodbye,Placebo,57,Meds,L' ALBUM ROCK,rock,album rock,43.6,88.7,11,-4.748,1,7.99,0.613,0.509,9.93,43.7,165.033,216187
Meds,Placebo,55,Meds,L' ALBUM ROCK,rock,album rock,51.2,90.9,4,-4.643,0,10.4,9.75,0.02,9.43,28.3,155.139,175387
Special K,Placebo,55,Black Market Music,L' ALBUM ROCK,rock,album rock,39.7,94.2,1,-2.53,1,8.690000000000001,0.0226999999999999,24.0,14.000000000000002,35.6,158.99,232307
Every You Every Me,Placebo,66,Without You I'm Nothing,The Sound of Permanent Wave,rock,permanent wave,47.8,92.3,10,-7.547,1,5.69,0.0026999999999999,71.89999999999999,32.5,16.5,133.134,213800
This Picture,Placebo,59,Sleeping With Ghosts,Permanent Wave,rock,permanent wave,46.2,91.0,1,-7.198,1,3.5900000000000003,0.0085799999999999,4.69,8.63,61.6,155.69,214907
In the End (Lost Tapes),Röyksopp,45,In the End (Lost Tapes),Electro Pop | Electropop,pop,electropop,35.7,54.400000000000006,7,-10.399,1,3.71,1.59,78.4,6.39,14.6,114.957,376721
Do It Again,Röyksopp,36,Do It Again,Fitness Workout Electro | House | Dance | Progressive House,edm,electro house,61.7,67.4,5,-5.368,0,4.97,0.217,0.498,8.08,76.5,123.958,306440
Do It Again,Röyksopp,36,Do It Again,Fitness Workout Electro | House | Dance | Progressive House,edm,progressive electro house,61.7,67.4,5,-5.368,0,4.97,0.217,0.498,8.08,76.5,123.958,306440
The Girl and the Robot - Spencer & Hill Remix,Röyksopp,16,The Girl And The Robot,Electro/Progressive/Club House,edm,progressive electro house,84.39999999999999,65.0,9,-8.446,0,17.5,12.0,21.2,6.64,29.2,125.967,367733
Beautiful Girls,Sean Kingston,77,Beautiful Girls,post teen pop,pop,post-teen pop,76.2,66.10000000000001,1,-6.075,0,6.87,15.0,0.0,25.6,76.9,130.009,225373
Fire Burning,Sean Kingston,69,Tomorrow,Post-teen pop,pop,post-teen pop,83.89999999999999,80.4,1,-2.513,1,3.29,1.92,0.0,33.1,88.8,122.973,239987
Party Like It's 1999,Soul&Roll,15,I Want to Know Who I Am,80's Songs | Top 💯 80s Music Hits,pop,electropop,87.2,51.9,7,-7.302,1,6.819999999999999,31.2,0.0338,4.53,78.3,120.006,160625
Working 9 to 5,Soul&Roll,13,Slow Journey,80's Songs | Top 💯 80s Music Hits,pop,electropop,80.30000000000001,38.7,6,-5.875,1,3.87,34.599999999999994,0.0,9.13,73.7,106.963,164607
I Wanna Be with You Everywhere,Soul&Roll,30,I Want to Know Who I Am,80's Songs | Top 💯 80s Music Hits,pop,electropop,69.69999999999999,53.900000000000006,4,-8.402,1,3.1,30.1,0.196,31.2,82.89999999999999,114.984,154435
Don't Stop Believing,Soul&Roll,33,Slow Journey,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,rock,hard rock,73.6,57.6,4,-6.352,1,3.01,22.9,0.00573,11.7,26.6,126.979,280634
I Wanna Be with You Everywhere,Soul&Roll,30,I Want to Know Who I Am,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,rock,hard rock,69.69999999999999,53.900000000000006,4,-8.402,1,3.1,30.1,0.196,31.2,82.89999999999999,114.984,154435
Should Have Known Better,Sufjan Stevens,65,Carrie & Lowell,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,57.1,17.2,7,-20.7,1,3.18,97.9,27.500000000000004,12.4,29.7,90.972,307698
Mystery of Love,Sufjan Stevens,67,Call Me By Your Name (Original Motion Picture Soundtrack),Urban contemporary,r&b,urban contemporary,36.5,27.3,4,-16.526,0,3.8,94.0,43.1,10.9,23.8,132.285,248965
Should Have Known Better,Sufjan Stevens,65,Carrie & Lowell,Ultimate Indie Presents... Best Indie Tracks of the 2010s,r&b,hip pop,57.1,17.2,7,-20.7,1,3.18,97.9,27.500000000000004,12.4,29.7,90.972,307698
Love and War,Tamar Braxton,53,Love and War,The Sound of Urban Contemporary,r&b,urban contemporary,27.0,57.99999999999999,8,-5.717,0,3.9,46.9,0.0,34.300000000000004,24.2,179.919,241920
Thank You Lord,Tamar Braxton,27,Love and War,Gospel,r&b,urban contemporary,43.1,72.3,5,-5.221,1,12.5,67.4,0.0,32.5,49.5,82.3,199947
Sleigh Ride,Tamar Braxton,42,Winter Loversland,Christmas Soul,r&b,neo soul,71.5,65.0,2,-5.615,1,16.3,19.6,0.0,31.9,51.0,89.949,117520
Territory,The Blaze,64,Territory,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,56.3,44.0,9,-11.943,0,8.219999999999999,28.6,68.30000000000001,26.9,21.3,120.009,276373
Juvenile,The Blaze,59,Territory,Permanent wave 🌊,rock,permanent wave,63.0,55.400000000000006,9,-9.675,0,2.56,0.393,82.89999999999999,14.499999999999998,11.9,127.013,203693
Territory,The Blaze,64,Territory,Ultimate Indie Presents... Best Indie Tracks of the 2010s,r&b,hip pop,56.3,44.0,9,-11.943,0,8.219999999999999,28.6,68.30000000000001,26.9,21.3,120.009,276373
Heaven,The Blaze,62,Dancehall,Electro Posé - Discoveries,edm,electro house,61.3,46.1,1,-10.493,0,3.1300000000000003,2.5700000000000003,75.0,7.76,8.37,125.066,219280
Favorite Liar,The Wrecks,57,We Are The Wrecks,Indie Poptimism,pop,indie poptimism,64.0,72.2,9,-3.489,1,3.51,1.96,0.00127,12.8,31.7,119.916,242307
Freaking Out,The Wrecks,53,Freaking Out,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,54.900000000000006,86.5,1,-3.486,0,6.25,0.0482,0.0,5.12,43.4,140.017,199840
Freaking Out,The Wrecks,53,Freaking Out,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,hard rock,54.900000000000006,86.5,1,-3.486,0,6.25,0.0482,0.0,5.12,43.4,140.017,199840
On Hold,The xx,65,I See You,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,72.3,66.9,0,-6.784,1,3.4799999999999995,5.220000000000001,19.2,10.9,35.0,125.051,224133
Intro,The xx,72,xx,Indie/Jazz Poptimism,pop,indie poptimism,61.7,77.8,9,-8.871,0,2.7,45.9,92.5,12.8,15.2,100.363,127920
Crystalised,The xx,66,xx,Indie/Jazz Poptimism,pop,indie poptimism,76.3,48.4,11,-12.368,0,3.11,81.2,39.3,8.41,41.6,122.913,201947
Blood Red Moon (Demo),The xx,43,Basic Space,Indie/Jazz Poptimism,pop,indie poptimism,78.10000000000001,45.6,0,-10.837,1,4.31,82.0,78.60000000000001,7.84,22.9,119.988,133267
Islands,The xx,62,xx,Indie/Jazz Poptimism,pop,indie poptimism,87.1,47.2,4,-11.077,1,7.56,74.0,28.6,14.499999999999998,70.7,124.04,160720
I Dare You,The xx,63,I See You,Music&Other Drugs,pop,indie poptimism,75.2,54.3,1,-9.483,1,3.98,62.3,7.06,10.7,28.2,126.001,233280
On Hold,The xx,7,On Hold,Deep-deep Bubble Pop,pop,indie poptimism,72.5,66.9,0,-6.582,1,3.51,5.71,15.9,10.7,33.800000000000004,125.046,224133
On Hold,The xx,65,I See You,Ultimate Indie Presents... Best Indie Tracks of the 2010s,r&b,hip pop,72.3,66.9,0,-6.784,1,3.4799999999999995,5.220000000000001,19.2,10.9,35.0,125.051,224133
EDM O' CLOCK,TV Noise,50,EDM O' CLOCK,Nasty Bits,edm,electro house,80.5,89.5,1,-3.527,1,10.9,0.159,12.4,44.0,19.6,126.042,148571
Ratata,TV Noise,38,Bring It Back EP,Nasty Bits,edm,electro house,89.3,74.0,10,-2.948,0,11.4,0.179,0.00399,7.340000000000001,64.4,127.978,162899
Rave,TV Noise,42,Rave,Electro House,edm,electro house,78.9,92.6,1,-3.777,0,27.3,0.0109,0.00279,32.1,59.9,126.038,171429
Lasers,TV Noise,41,Lasers,Electro House,edm,electro house,75.9,85.1,6,-3.796,1,15.8,0.02,9.41,16.0,15.1,125.968,177143
Mumble,TV Noise,42,Mumble,Electro House,edm,electro house,75.0,91.8,0,-2.993,1,11.9,0.0714,0.609,30.3,39.4,126.015,149524
Fire,TV Noise,39,Fire,Electro House,edm,electro house,75.1,88.1,4,-3.422,0,19.7,0.98,0.0151,36.5,44.9,128.016,154754
Bring It Back,TV Noise,39,Bring It Back EP,Electro House,edm,electro house,80.80000000000001,92.5,6,-2.855,1,18.3,0.264,21.7,13.4,23.4,126.099,170516
808,TV Noise,34,808,Electro House,edm,electro house,73.0,96.9,1,-4.34,1,11.8,0.038,17.9,15.9,25.9,127.968,154922
Freaky All Night,TV Noise,33,Freaky All Night,Electro House,edm,electro house,75.3,95.9,1,-2.549,1,17.9,0.549,0.0,27.800000000000004,75.1,126.046,154762
Weird,TV Noise,29,Weird,Electro House,edm,electro house,90.7,91.7,1,-4.5,1,11.9,0.0716,17.5,4.48,44.5,126.039,164762
Rhythm,TV Noise,30,Bring It Back EP,Electro House,edm,electro house,80.60000000000001,82.6,11,-5.413,0,9.43,0.0176,33.2,8.15,43.5,126.024,260952
Scream,TV Noise,29,Scream,Electro House,edm,electro house,64.9,92.4,1,-3.422,1,5.57,0.0648,29.9,10.1,69.1,128.02,162656
Ratata,TV Noise,38,Bring It Back EP,PAROOKAVILLE - Big Room,edm,big room,89.3,74.0,10,-2.948,0,11.4,0.179,0.00399,7.340000000000001,64.4,127.978,162899
EDM O' CLOCK,TV Noise,50,EDM O' CLOCK,PAROOKAVILLE - Big Room,edm,big room,80.5,89.5,1,-3.527,1,10.9,0.159,12.4,44.0,19.6,126.042,148571
Hannah Hunt,Vampire Weekend,62,Modern Vampires of the City,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,34.5,31.3,4,-10.098,1,6.81,71.7,0.0822,10.0,16.400000000000002,207.969,237973
White Sky,Vampire Weekend,50,Contra,BALLARE - رقص,pop,post-teen pop,57.2,68.4,9,-5.64,1,6.49,11.4,0.7849999999999999,36.4,90.8,135.926,178667
A-Punk,Vampire Weekend,69,Vampire Weekend,Permanent Wave,rock,permanent wave,55.1,82.1,2,-4.489,1,5.390000000000001,1.02,4.38,15.3,84.2,174.923,137760
Hannah Hunt,Vampire Weekend,62,Modern Vampires of the City,Ultimate Indie Presents... Best Indie Tracks of the 2010s,r&b,hip pop,34.5,31.3,4,-10.098,1,6.81,71.7,0.0822,10.0,16.400000000000002,207.969,237973
Sunflower (feat. Steve Lacy),Vampire Weekend,65,Father of the Bride,Ultimate Indie Presents... Best Tracks of 2019,r&b,hip pop,86.3,57.6,8,-5.691,1,5.67,40.6,0.8240000000000001,14.099999999999998,93.2,100.03,137600
Harmony Hall,Vampire Weekend,70,Father of the Bride,Ultimate Indie Presents... Best Tracks of 2019,r&b,hip pop,65.3,76.0,11,-6.086,1,4.79,47.5,0.0128999999999999,9.17,60.0,98.008,308733
BOOM,X Ambassadors,62,ORION,Electropop,pop,electropop,73.2,59.4,11,-5.911,0,6.93,0.8049999999999999,3.01,8.02,67.60000000000001,107.996,164587
OPTIMISTIC,X Ambassadors,46,OPTIMISTIC,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,34.599999999999994,92.8,0,-5.074,1,8.51,0.244,0.0,68.5,41.6,163.949,165593
HOLD YOU DOWN,X Ambassadors,62,ORION,2019 in Indie Poptimism,pop,indie poptimism,57.7,62.7,1,-5.553,0,5.33,4.91,0.000124,7.66,44.6,78.96,197933
Unsteady,X Ambassadors,77,VHS,EDM TROPICAL,latin,tropical,38.9,66.5,0,-6.169,1,6.44,17.8,0.0732,11.6,19.9,117.055,193547
Unsteady,X Ambassadors,59,VHS,Urban contemporary,r&b,urban contemporary,38.9,66.5,0,-6.169,1,6.44,17.8,0.0732,11.6,19.9,117.055,193547
JOYFUL,X Ambassadors,46,JOYFUL,Today's Hits (Clean),r&b,hip pop,25.7,45.1,9,-6.577,1,3.26,9.17,0.00214,8.690000000000001,11.2,77.439,232560
Renegades - Stash Konig Remix,X Ambassadors,49,Renegades (Stash Konig Remix),@deniceemoberg EDM - POP REMIXES,edm,pop edm,66.3,69.6,7,-5.94,1,11.0,0.0523,0.000118,66.10000000000001,78.9,127.985,248200
Frontlines,Zeds Dead,58,Northern Lights,Indie Poptimism,pop,indie poptimism,40.7,92.5,11,-4.155,0,7.470000000000001,1.13,0.25,19.2,11.9,151.993,214733
Stardust,Zeds Dead,44,Northern Lights,Indie Poptimism,pop,indie poptimism,65.9,72.89999999999999,3,-5.839,0,4.98,14.6,0.0851,8.98,25.4,121.989,258827
Save My Grave,Zeds Dead,54,We Are Deadbeats (Vol. 4),Trap Nation,rap,trap,60.4,74.2,8,-8.101,0,3.15,1.47,0.0733,15.8,12.3,108.021,222387
Shake,Zeds Dead,49,Shake,Nasty Bits,edm,electro house,50.1,91.3,8,-3.68,1,6.569999999999999,0.00178,32.4,18.0,36.6,75.026,278400
Sound Of The Underground,Zeds Dead,48,Sound Of The Underground,ELECTRO HOUSE 2020,edm,electro house,67.5,92.5,1,-0.247,1,10.4,0.3229999999999999,75.8,11.2,19.2,170.084,248480
